CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,BalanceSalaryRatio,TenureAgeRatio,ProductUtilizationRate,AgeBalanceInteraction,EngagementScore,CreditScoreCategory,ComplaintCount
737,1,0,31,5,121192.22,2,1,1,74890.58,0,1.618,0.15625,0.333,3756958.82,2.5,0,0
761,0,0,31,7,0.0,3,1,1,166698.18,0,0.0,0.21875,0.375,0.0,2.75,0,1
601,0,0,44,1,100486.18,2,1,1,62678.53,0,1.603,0.022222222222222223,1.0,4421391.92,2.5,1,1
651,0,0,45,1,0.0,1,1,0,67740.08,1,0.0,0.021739130434782608,0.5,0.0,1.25,1,0
745,0,0,35,9,92566.53,2,1,0,161519.77,0,0.573,0.25,0.2,3239828.55,1.5,0,0
648,2,1,49,10,0.0,2,1,1,159835.78,1,0.0,0.2,0.182,0.0,2.5,1,0
848,2,0,40,3,110929.96,1,1,1,30876.84,0,3.593,0.07317073170731707,0.25,4437198.4,2.25,0,0
546,0,1,27,8,0.0,2,1,1,14858.1,0,0.0,0.2857142857142857,0.222,0.0,2.5,1,0
439,2,1,32,3,138901.61,1,1,0,75685.97,0,1.835,0.09090909090909091,0.25,4444851.52,1.25,2,1
755,0,0,30,4,123217.66,2,0,1,144183.1,0,0.855,0.12903225806451613,0.4,3696529.8000000003,1.5,0,0
593,0,1,41,6,0.0,1,1,0,65170.66,0,0.0,0.14285714285714285,0.143,0.0,1.25,1,0
701,0,0,39,2,0.0,2,1,1,82526.92,0,0.0,0.05,0.667,0.0,2.5,0,0
701,2,0,36,8,0.0,2,1,0,169161.46,0,0.0,0.21621621621621623,0.222,0.0,1.5,0,0
607,2,1,33,2,108431.87,2,0,1,109291.39,1,0.992,0.058823529411764705,0.667,3578251.71,1.5,1,0
586,2,1,57,3,0.0,2,0,1,6057.81,0,0.0,0.05172413793103448,0.5,0.0,1.5,1,0
547,1,1,30,9,72392.41,1,1,0,77077.14,0,0.939,0.2903225806451613,0.1,2171772.3000000003,1.25,1,2
647,1,1,51,1,119741.77,2,0,0,54954.51,1,2.179,0.019230769230769232,1.0,6106830.2700000005,0.5,1,0
760,0,1,51,2,100946.71,1,0,0,179614.8,1,0.562,0.038461538461538464,0.333,5148282.21,0.25,0,1
621,2,0,53,9,170491.84,1,1,0,35588.07,1,4.791,0.16666666666666666,0.1,9036067.52,1.25,1,0
725,0,0,44,5,0.0,1,1,1,117356.14,0,0.0,0.1111111111111111,0.167,0.0,2.25,0,0
526,0,0,36,1,0.0,1,1,0,160696.72,0,0.0,0.02702702702702703,0.5,0.0,1.25,1,1
519,2,1,47,6,157296.02,2,0,0,147278.43,1,1.068,0.125,0.286,7392912.9399999995,0.5,1,0
713,1,1,38,7,144606.22,1,1,1,56594.36,1,2.555,0.1794871794871795,0.125,5495036.36,2.25,0,0
700,0,0,38,8,134811.3,1,1,0,1299.75,0,103.641,0.20512820512820512,0.111,5122829.399999999,1.25,1,0
666,0,1,34,9,115897.12,1,1,1,25095.03,0,4.618,0.2571428571428571,0.1,3940502.08,2.25,1,1
630,2,0,32,4,82034.0,1,0,0,146326.45,0,0.561,0.12121212121212122,0.2,2625088.0,0.25,1,0
779,2,1,26,4,174318.13,2,0,1,38296.21,0,4.552,0.14814814814814814,0.4,4532271.38,1.5,0,1
611,1,1,41,2,114206.84,1,1,0,164061.6,0,0.696,0.047619047619047616,0.333,4682480.4399999995,1.25,1,1
685,2,0,43,9,0.0,2,1,0,107811.28,0,0.0,0.20454545454545456,0.2,0.0,1.5,1,0
646,1,0,39,9,111574.41,1,1,1,30838.51,0,3.618,0.225,0.1,4351401.99,2.25,1,0
683,1,1,57,5,162448.69,1,0,0,9221.78,1,17.614,0.08620689655172414,0.167,9259575.33,0.25,1,2
484,1,1,34,4,148249.54,1,0,1,33738.27,0,4.394,0.11428571428571428,0.2,5040484.36,1.25,2,0
601,0,1,43,8,0.0,3,0,1,110916.15,1,0.0,0.18181818181818182,0.333,0.0,1.75,1,1
762,2,1,26,7,123709.46,2,1,1,169654.57,0,0.729,0.25925925925925924,0.25,3216445.96,2.5,0,0
687,0,1,72,9,0.0,1,0,1,69829.4,0,0.0,0.1232876712328767,0.1,0.0,1.25,1,1
566,0,0,30,5,0.0,1,1,0,54926.51,1,0.0,0.16129032258064516,0.167,0.0,1.25,1,0
702,0,0,37,10,150525.8,1,1,1,94728.49,0,1.589,0.2631578947368421,0.091,5569454.6,2.25,0,0
601,0,0,29,9,0.0,1,1,1,80393.27,0,0.0,0.3,0.1,0.0,2.25,1,0
699,0,0,53,4,0.0,2,0,1,111307.98,0,0.0,0.07407407407407407,0.4,0.0,1.5,1,0
584,0,0,28,10,0.0,2,1,0,19834.32,0,0.0,0.3448275862068966,0.182,0.0,1.5,1,0
699,0,0,35,5,0.0,2,1,1,78397.24,0,0.0,0.1388888888888889,0.333,0.0,2.5,1,0
698,1,1,51,2,111018.98,1,1,0,86410.28,0,1.285,0.038461538461538464,0.333,5661967.9799999995,1.25,1,2
495,0,0,30,10,129755.99,1,0,0,172749.65,0,0.751,0.3225806451612903,0.091,3892679.7,0.25,2,0
650,0,1,27,6,0.0,2,1,0,1002.39,0,0.0,0.21428571428571427,0.286,0.0,1.5,1,0
605,0,1,64,2,129555.7,1,1,1,13601.79,0,9.524,0.03076923076923077,0.333,8291564.8,2.25,1,0
667,2,0,38,1,87202.38,1,1,1,77866.91,0,1.12,0.02564102564102564,0.5,3313690.4400000004,2.25,1,0
688,1,0,26,8,146133.39,1,1,1,175296.76,0,0.834,0.2962962962962963,0.111,3799468.1400000006,2.25,1,1
727,2,1,31,0,0.0,1,1,0,121751.04,1,0.0,0.0,1.0,0.0,1.25,0,0
754,2,0,39,6,170184.99,2,1,0,89593.26,0,1.9,0.15,0.286,6637214.609999999,1.5,0,0
612,1,1,62,8,140745.33,1,1,0,193437.89,1,0.728,0.12698412698412698,0.111,8726210.459999999,1.25,1,0
546,2,0,42,7,139070.51,1,1,1,86945.0,0,1.6,0.16279069767441862,0.125,5840961.42,2.25,1,2
673,2,1,37,8,0.0,2,1,1,183318.79,0,0.0,0.21052631578947367,0.222,0.0,2.5,1,1
593,0,0,35,9,114193.24,1,1,0,71154.1,0,1.605,0.25,0.1,3996763.4000000004,1.25,1,2
656,2,1,40,10,167878.5,1,0,1,151887.16,0,1.105,0.24390243902439024,0.091,6715140.0,1.25,1,0
535,1,1,53,5,141616.55,2,1,1,75888.65,0,1.866,0.09259259259259259,0.333,7505677.149999999,2.5,1,0
678,1,0,36,3,145747.67,2,0,1,89566.74,0,1.627,0.08108108108108109,0.5,5246916.12,1.5,1,0
477,2,1,48,2,129120.64,1,0,1,26475.79,0,4.877,0.04081632653061224,0.333,6197790.72,1.25,2,1
850,2,0,35,7,110349.82,1,0,0,126355.8,0,0.873,0.19444444444444445,0.125,3862243.7,0.25,0,0
427,0,0,29,1,141325.56,1,1,1,93839.3,0,1.506,0.03333333333333333,0.5,4098441.2399999998,2.25,2,2
752,0,0,49,2,78653.84,1,1,0,7698.6,0,10.215,0.04,0.333,3854038.1599999997,1.25,0,0
649,0,0,47,1,0.0,2,1,1,145593.85,0,0.0,0.020833333333333332,1.0,0.0,2.5,1,0
799,2,1,28,3,142253.65,1,1,0,45042.56,0,3.158,0.10344827586206896,0.25,3983102.1999999997,1.25,0,0
589,0,1,61,1,0.0,1,1,0,61108.56,1,0.0,0.016129032258064516,0.5,0.0,1.25,1,1
583,1,1,54,6,115988.86,1,1,0,57553.98,1,2.015,0.10909090909090909,0.143,6263398.44,1.25,1,0
839,2,1,33,10,75592.43,1,1,0,62674.42,0,1.206,0.29411764705882354,0.091,2494550.19,1.25,0,0
540,1,0,44,3,164113.04,2,1,1,12120.79,0,13.539,0.06666666666666667,0.5,7220973.760000001,2.5,1,0
850,0,0,31,6,67996.23,2,0,0,50129.87,1,1.356,0.1875,0.286,2107883.13,0.5,0,1
696,2,1,51,5,0.0,2,1,0,55022.43,0,0.0,0.09615384615384616,0.333,0.0,1.5,1,0
660,2,1,33,1,0.0,2,0,0,117834.91,0,0.0,0.029411764705882353,1.0,0.0,0.5,1,0
682,0,0,48,1,138778.15,1,0,1,168840.23,0,0.822,0.02040816326530612,0.5,6661351.199999999,1.25,1,0
744,0,1,43,10,147832.15,1,0,1,24234.11,0,6.1,0.22727272727272727,0.091,6356782.45,1.25,0,2
785,0,1,36,4,135438.4,1,0,0,190627.01,0,0.71,0.10810810810810811,0.2,4875782.399999999,0.25,0,0
752,2,0,48,5,116060.08,1,1,0,156618.38,1,0.741,0.10204081632653061,0.167,5570883.84,1.25,0,1
706,0,1,29,5,112564.62,1,1,0,42334.38,0,2.659,0.16666666666666666,0.167,3264373.98,1.25,0,1
583,0,1,27,1,125406.58,1,1,1,110784.42,0,1.132,0.03571428571428571,0.5,3385977.66,2.25,1,0
660,1,1,39,5,135134.99,1,1,0,173683.0,1,0.778,0.125,0.167,5270264.609999999,1.25,1,0
819,0,1,39,9,133102.92,1,1,0,27046.46,1,4.921,0.225,0.1,5191013.880000001,1.25,0,0
673,0,1,34,8,42157.08,1,1,0,20598.59,1,2.047,0.22857142857142856,0.111,1433340.72,1.25,1,0
752,0,1,30,3,0.0,2,1,1,104991.28,0,0.0,0.0967741935483871,0.5,0.0,2.5,0,1
578,0,0,38,7,82259.29,1,1,0,8996.97,0,9.142,0.1794871794871795,0.125,3125853.0199999996,1.25,1,0
438,0,1,36,4,0.0,2,1,0,64420.5,0,0.0,0.10810810810810811,0.4,0.0,1.5,2,0
652,0,0,38,6,0.0,2,1,1,145700.22,0,0.0,0.15384615384615385,0.286,0.0,2.5,1,0
629,0,1,49,4,0.0,2,1,1,196335.48,0,0.0,0.08,0.4,0.0,2.5,1,0
720,0,0,52,7,0.0,1,1,1,14781.12,0,0.0,0.1320754716981132,0.125,0.0,2.25,0,0
668,0,0,42,3,150461.07,1,1,0,108139.23,0,1.391,0.06976744186046512,0.25,6319364.94,1.25,1,1
459,1,0,48,4,133994.52,1,1,1,19287.06,1,6.947,0.08163265306122448,0.2,6431736.959999999,2.25,2,0
729,2,0,31,8,164870.81,2,1,1,9567.39,0,17.231,0.25,0.222,5110995.11,2.5,0,0
498,1,0,25,8,121702.73,1,1,1,132210.49,0,0.921,0.3076923076923077,0.111,3042568.25,2.25,2,2
549,2,0,25,6,193858.2,1,0,1,21600.11,0,8.974,0.23076923076923078,0.143,4846455.0,1.25,1,0
601,1,1,54,1,131039.97,2,1,1,199661.5,0,0.656,0.01818181818181818,1.0,7076158.38,2.5,1,0
544,0,0,64,9,113829.45,1,1,1,124341.49,0,0.915,0.13846153846153847,0.1,7285084.8,2.25,1,0
751,0,1,30,6,0.0,2,1,0,15766.1,0,0.0,0.1935483870967742,0.286,0.0,1.5,0,0
632,1,1,41,3,81877.38,1,1,1,33642.21,0,2.434,0.07142857142857142,0.25,3356972.58,2.25,1,0
694,2,0,57,8,116326.07,1,1,1,117704.65,0,0.988,0.13793103448275862,0.111,6630585.99,2.25,1,0
678,0,0,31,2,0.0,2,1,1,58803.28,0,0.0,0.0625,0.667,0.0,2.5,1,0
695,0,0,46,4,0.0,2,1,1,137537.22,0,0.0,0.0851063829787234,0.4,0.0,2.5,1,0
661,0,1,41,1,0.0,2,0,1,131300.68,0,0.0,0.023809523809523808,1.0,0.0,1.5,1,1
661,0,0,33,9,0.0,2,1,1,84174.81,0,0.0,0.2647058823529412,0.2,0.0,2.5,1,0
559,0,1,31,3,127070.73,1,0,1,160941.78,0,0.79,0.09375,0.25,3939192.63,1.25,1,1
503,0,0,29,3,0.0,2,1,1,143954.99,0,0.0,0.1,0.5,0.0,2.5,1,1
695,2,0,46,3,122549.64,1,1,1,56297.85,0,2.177,0.06382978723404255,0.25,5637283.44,2.25,1,0
640,0,1,42,5,176099.13,1,1,1,8404.73,0,20.95,0.11627906976744186,0.167,7396163.46,2.25,1,2
624,1,1,48,3,122388.38,2,0,0,30020.09,0,4.077,0.061224489795918366,0.5,5874642.24,0.5,1,0
667,0,0,42,9,0.0,2,0,1,58137.42,0,0.0,0.20930232558139536,0.2,0.0,1.5,1,0
642,0,0,26,0,0.0,1,0,0,47472.68,0,0.0,0.0,1.0,0.0,0.25,1,0
640,2,1,32,6,118879.35,2,1,1,19131.71,0,6.213,0.18181818181818182,0.286,3804139.2,2.5,1,0
529,2,0,35,5,0.0,2,1,1,187288.5,0,0.0,0.1388888888888889,0.333,0.0,2.5,1,1
563,0,1,39,5,0.0,2,1,1,17603.81,0,0.0,0.125,0.333,0.0,2.5,1,1
593,2,1,38,4,88736.44,2,1,0,67020.03,0,1.324,0.10256410256410256,0.4,3371984.72,1.5,1,0
739,1,0,45,7,102703.62,1,0,1,147802.94,1,0.695,0.15217391304347827,0.125,4621662.899999999,1.25,0,0
788,2,1,70,1,0.0,2,1,1,41610.62,0,0.0,0.014084507042253521,1.0,0.0,2.5,0,2
684,2,1,38,3,0.0,2,1,0,44255.65,0,0.0,0.07692307692307693,0.5,0.0,1.5,1,1
482,0,0,55,5,97318.25,1,0,1,78416.14,0,1.241,0.08928571428571429,0.167,5352503.75,1.25,2,1
591,2,0,58,5,128468.69,1,0,1,137254.55,0,0.936,0.0847457627118644,0.167,7451184.0200000005,1.25,1,0
651,1,1,41,4,133432.59,1,0,1,151303.48,0,0.882,0.09523809523809523,0.2,5470736.1899999995,1.25,1,0
749,1,1,40,8,141782.57,2,0,0,86333.63,0,1.642,0.1951219512195122,0.222,5671302.800000001,0.5,0,2
583,0,0,24,9,135125.28,1,0,0,89801.9,0,1.505,0.36,0.1,3243006.7199999997,0.25,1,2
661,2,0,42,2,178820.91,1,0,0,29358.57,1,6.091,0.046511627906976744,0.333,7510478.22,0.25,1,0
715,0,1,31,2,112212.14,2,1,1,181600.72,0,0.618,0.0625,0.667,3478576.34,2.5,0,1
769,1,1,45,5,126674.81,1,1,0,124118.71,1,1.021,0.10869565217391304,0.167,5700366.45,1.25,0,1
625,0,1,51,7,136294.97,1,1,0,38867.46,1,3.507,0.1346153846153846,0.125,6951043.47,1.25,1,3
641,0,1,36,5,66392.64,1,1,0,31106.67,0,2.134,0.13513513513513514,0.167,2390135.04,1.25,1,2
716,1,0,27,1,122552.34,2,1,0,67611.36,0,1.813,0.03571428571428571,1.0,3308913.1799999997,1.5,0,1
767,0,0,43,1,76408.85,2,1,0,77837.63,0,0.982,0.022727272727272728,1.0,3285580.5500000003,1.5,0,0
745,1,0,36,8,145071.24,1,0,0,6078.46,0,23.863,0.21621621621621623,0.111,5222564.64,0.25,0,0
589,0,0,34,6,0.0,2,1,1,177896.92,0,0.0,0.17142857142857143,0.286,0.0,2.5,1,0
796,0,1,45,2,109730.22,1,1,1,123882.73,0,0.886,0.043478260869565216,0.333,4937859.9,2.25,0,0
664,0,0,57,6,0.0,2,1,1,15304.08,0,0.0,0.10344827586206896,0.286,0.0,2.5,1,1
445,2,0,62,1,64119.38,1,1,1,76569.64,1,0.837,0.015873015873015872,0.5,3975401.56,2.25,2,1
543,1,1,57,1,106138.33,2,1,1,120657.32,1,0.88,0.017241379310344827,1.0,6049884.8100000005,2.5,1,0
746,2,0,36,2,0.0,2,1,1,16436.56,0,0.0,0.05405405405405406,0.667,0.0,2.5,0,0
742,1,0,33,0,181656.51,1,1,1,107667.91,0,1.687,0.0,1.0,5994664.83,2.25,0,1
750,0,1,32,5,0.0,2,1,0,95611.47,0,0.0,0.15151515151515152,0.333,0.0,1.5,0,1
669,0,0,30,7,95128.86,1,0,0,19799.26,0,4.804,0.22580645161290322,0.125,2853865.8,0.25,1,1
594,2,1,49,2,126615.94,2,0,1,123214.74,0,1.028,0.04,0.667,6204181.0600000005,1.5,1,0
574,2,0,36,1,0.0,2,0,1,71709.12,0,0.0,0.02702702702702703,1.0,0.0,1.5,1,1
659,1,0,36,2,76190.48,2,1,1,149066.14,0,0.511,0.05405405405405406,0.667,2742857.28,2.5,1,1
750,1,0,40,5,168286.81,3,1,0,20451.99,1,8.228,0.12195121951219512,0.5,6731472.4,1.75,0,3
626,1,0,35,4,88109.81,1,1,1,32825.5,0,2.684,0.1111111111111111,0.2,3083843.35,2.25,1,1
620,0,0,42,4,0.0,2,1,0,6232.31,0,0.0,0.09302325581395349,0.4,0.0,1.5,1,0
580,0,1,35,8,0.0,2,0,1,10357.03,0,0.0,0.2222222222222222,0.222,0.0,1.5,1,1
686,0,1,34,3,123971.51,2,1,0,147794.63,0,0.839,0.08571428571428572,0.5,4215031.34,1.5,1,2
540,0,0,48,0,148116.48,1,0,0,116973.48,0,1.266,0.0,1.0,7109591.040000001,0.25,1,0
634,1,0,35,6,116269.01,1,1,0,129964.94,0,0.895,0.16666666666666666,0.143,4069415.3499999996,1.25,1,1
632,2,0,38,1,120599.21,1,1,0,92816.86,0,1.299,0.02564102564102564,0.5,4582769.98,1.25,1,0
501,0,1,41,3,144260.5,1,1,0,172114.67,0,0.838,0.07142857142857142,0.25,5914680.5,1.25,1,0
650,2,1,25,3,86605.5,3,1,0,16649.31,1,5.201,0.11538461538461539,0.75,2165137.5,1.75,1,0
786,0,0,34,9,0.0,2,1,0,144517.19,0,0.0,0.2571428571428571,0.2,0.0,1.5,0,0
554,1,1,37,4,58629.97,1,0,0,182038.6,0,0.322,0.10526315789473684,0.2,2169308.89,0.25,1,0
701,2,1,42,5,0.0,2,0,0,24210.56,0,0.0,0.11627906976744186,0.333,0.0,0.5,0,0
474,0,0,45,10,0.0,2,0,0,172175.9,0,0.0,0.21739130434782608,0.182,0.0,0.5,2,0
621,0,1,43,5,0.0,1,1,1,47578.45,0,0.0,0.11363636363636363,0.167,0.0,2.25,1,1
672,2,1,56,2,209767.31,2,1,1,150694.42,1,1.392,0.03508771929824561,0.667,11746969.36,2.5,1,0
459,2,1,42,6,129634.25,2,1,1,177683.02,1,0.73,0.13953488372093023,0.286,5444638.5,2.5,2,1
669,0,0,23,1,0.0,2,0,0,66088.83,0,0.0,0.041666666666666664,1.0,0.0,0.5,1,2
776,0,1,38,2,169824.46,1,1,0,169291.7,0,1.003,0.05128205128205128,0.333,6453329.4799999995,1.25,0,0
694,0,0,36,3,97530.25,1,1,1,117140.41,0,0.833,0.08108108108108109,0.25,3511089.0,2.25,1,2
787,0,1,42,10,145988.65,2,1,1,79510.37,0,1.836,0.23255813953488372,0.182,6131523.3,2.5,0,1
580,0,0,37,9,0.0,2,0,1,77108.66,0,0.0,0.23684210526315788,0.2,0.0,1.5,1,1
711,0,1,25,7,0.0,3,1,1,9679.28,0,0.0,0.2692307692307692,0.375,0.0,2.75,0,2
673,0,1,40,5,137494.28,1,1,0,81753.92,0,1.682,0.12195121951219512,0.167,5499771.2,1.25,1,0
499,0,1,57,1,0.0,1,0,0,131372.38,1,0.0,0.017241379310344827,0.5,0.0,0.25,2,0
591,0,0,24,6,147360.0,1,1,1,25310.82,0,5.822,0.24,0.143,3536640.0,2.25,1,0
769,0,1,25,10,0.0,2,0,0,187925.75,0,0.0,0.38461538461538464,0.182,0.0,0.5,0,0
657,2,0,31,3,125167.02,1,0,0,98820.39,0,1.267,0.09375,0.25,3880177.62,0.25,1,0
738,1,0,43,9,121152.05,2,1,0,64166.7,1,1.888,0.20454545454545456,0.2,5209538.15,1.5,0,1
545,1,1,60,7,128981.07,1,0,1,176924.21,1,0.729,0.11475409836065574,0.125,7738864.2,1.25,1,0
497,0,0,47,6,0.0,1,1,1,90055.08,0,0.0,0.125,0.143,0.0,2.25,2,4
816,2,0,67,6,151858.98,1,1,1,72814.31,0,2.086,0.08823529411764706,0.143,10174551.66,2.25,0,0
525,0,0,36,2,114628.4,1,0,1,168290.06,0,0.681,0.05405405405405406,0.333,4126622.4,1.25,1,1
725,0,0,46,6,0.0,2,1,0,161767.38,0,0.0,0.1276595744680851,0.286,0.0,1.5,0,0
692,0,1,28,8,95059.02,2,1,0,44420.18,0,2.14,0.27586206896551724,0.222,2661652.56,1.5,1,1
618,0,1,24,7,128736.39,1,0,1,37147.61,0,3.465,0.28,0.125,3089673.36,1.25,1,0
546,0,0,24,8,156325.38,1,1,1,125381.02,0,1.247,0.32,0.111,3751809.12,2.25,1,0
635,0,0,29,7,105405.97,1,1,1,149853.89,0,0.703,0.23333333333333334,0.125,3056773.13,2.25,1,0
611,0,1,49,2,88915.37,3,0,0,161435.02,1,0.551,0.04,1.0,4356853.13,0.75,1,0
650,0,0,60,8,0.0,2,1,1,102925.76,0,0.0,0.13114754098360656,0.222,0.0,2.5,1,0
606,0,0,40,5,0.0,2,1,1,70899.27,0,0.0,0.12195121951219512,0.333,0.0,2.5,1,1
844,0,0,18,2,160980.03,1,0,0,145936.28,0,1.103,0.10526315789473684,0.333,2897640.54,0.25,0,0
450,2,1,46,5,177619.71,1,1,0,54227.06,0,3.275,0.10638297872340426,0.167,8170506.659999999,1.25,2,3
727,2,0,38,2,62276.99,1,1,1,59280.79,0,1.051,0.05128205128205128,0.333,2366525.62,2.25,0,1
460,1,0,46,4,127559.97,2,1,1,126952.5,0,1.005,0.0851063829787234,0.4,5867758.62,2.5,2,0
649,0,0,41,0,0.0,2,0,1,130567.02,0,0.0,0.0,2.0,0.0,1.5,1,0
758,1,1,47,9,95523.16,1,1,0,73294.48,0,1.303,0.1875,0.1,4489588.5200000005,1.25,0,0
490,0,1,35,7,107749.03,1,1,1,3937.37,0,27.359,0.19444444444444445,0.125,3771216.05,2.25,2,0
815,1,0,37,2,110777.26,2,1,0,2383.59,0,46.455,0.05263157894736842,0.667,4098758.6199999996,1.5,0,1
838,2,1,39,5,166733.92,2,1,0,14279.44,0,11.676,0.125,0.333,6502622.880000001,1.5,0,0
803,0,0,31,9,157120.86,2,1,0,141300.53,0,1.112,0.28125,0.2,4870746.659999999,1.5,0,0
664,1,1,36,2,127160.78,2,1,0,78140.75,0,1.627,0.05405405405405406,0.667,4577788.08,1.5,1,1
736,2,1,28,2,0.0,2,1,1,117431.1,0,0.0,0.06896551724137931,0.667,0.0,2.5,0,1
633,0,1,37,9,156091.97,1,1,0,72008.61,0,2.168,0.23684210526315788,0.1,5775402.89,1.25,1,0
664,0,0,58,5,98668.18,1,1,1,60887.58,0,1.62,0.0847457627118644,0.167,5722754.4399999995,2.25,1,0
600,0,1,43,5,134022.06,1,1,0,194764.83,0,0.688,0.11363636363636363,0.167,5762948.58,1.25,1,1
693,0,1,35,5,124151.09,1,1,0,88705.14,1,1.4,0.1388888888888889,0.167,4345288.149999999,1.25,1,1
663,1,1,36,6,77253.5,1,0,0,35817.97,1,2.157,0.16216216216216217,0.143,2781126.0,0.25,1,0
742,1,1,21,1,114292.48,1,1,0,31520.4,0,3.626,0.045454545454545456,0.5,2400142.08,1.25,0,2
710,1,0,43,2,140080.32,3,1,1,157908.19,1,0.887,0.045454545454545456,1.0,6023453.760000001,2.75,0,2
710,2,1,27,2,135277.96,1,1,0,142200.15,0,0.951,0.07142857142857142,0.333,3652504.92,1.25,0,1
700,0,1,82,2,0.0,2,0,1,182055.36,0,0.0,0.024096385542168676,0.667,0.0,1.5,1,1
720,1,0,60,9,115920.62,2,0,0,157552.08,1,0.736,0.14754098360655737,0.2,6955237.199999999,0.5,0,1
684,2,0,41,2,119782.72,2,0,0,120284.67,0,0.996,0.047619047619047616,0.667,4911091.5200000005,0.5,1,2
531,0,1,63,1,114715.71,1,0,1,24506.95,1,4.681,0.015625,0.5,7227089.73,1.25,1,1
742,1,1,36,2,129748.54,2,0,0,47271.61,1,2.745,0.05405405405405406,0.667,4670947.4399999995,0.5,0,0
717,0,0,31,4,129722.57,1,0,0,41176.6,0,3.15,0.125,0.2,4021399.6700000004,0.25,0,1
589,0,0,32,2,0.0,2,0,1,9468.64,0,0.0,0.06060606060606061,0.667,0.0,1.5,1,2
767,0,0,36,3,139180.2,1,0,0,123880.19,0,1.123,0.08108108108108109,0.25,5010487.2,0.25,0,0
636,1,0,49,6,113599.74,2,1,0,158887.09,1,0.715,0.12,0.286,5566387.260000001,1.5,1,0
648,0,0,33,7,134944.0,1,1,1,117036.38,0,1.153,0.20588235294117646,0.125,4453152.0,2.25,1,1
622,1,1,58,7,116922.25,1,1,0,120415.61,1,0.971,0.11864406779661017,0.125,6781490.5,1.25,1,1
692,2,0,28,9,118945.09,1,0,0,16064.25,1,7.404,0.3103448275862069,0.1,3330462.52,0.25,1,1
754,0,0,28,8,0.0,2,1,1,52615.62,0,0.0,0.27586206896551724,0.222,0.0,2.5,0,1
679,2,1,35,8,119182.73,1,0,0,121210.09,0,0.983,0.2222222222222222,0.111,4171395.55,0.25,1,1
639,0,0,27,8,0.0,2,1,0,192247.35,0,0.0,0.2857142857142857,0.222,0.0,1.5,1,1
774,0,1,28,1,71264.02,2,0,1,68759.57,0,1.036,0.034482758620689655,1.0,1995392.56,1.5,0,1
517,0,0,41,2,0.0,2,0,1,75937.47,0,0.0,0.047619047619047616,0.667,0.0,1.5,1,0
571,0,1,35,8,0.0,2,0,0,84569.13,0,0.0,0.2222222222222222,0.222,0.0,0.5,1,2
747,1,0,58,7,116313.57,1,1,1,190696.35,1,0.61,0.11864406779661017,0.125,6746187.0600000005,2.25,0,0
792,2,0,36,5,92140.15,1,0,1,67468.67,0,1.366,0.13513513513513514,0.167,3317045.4,1.25,0,1
688,0,0,26,1,0.0,2,1,1,104435.94,0,0.0,0.037037037037037035,1.0,0.0,2.5,1,0
714,1,0,42,2,177640.09,1,0,1,47166.55,0,3.766,0.046511627906976744,0.333,7460883.78,1.25,0,0
562,2,1,35,0,0.0,2,1,0,119899.52,0,0.0,0.0,2.0,0.0,1.5,1,1
704,2,0,48,8,167997.6,1,1,1,173498.45,0,0.968,0.16326530612244897,0.111,8063884.800000001,2.25,0,4
698,0,0,36,2,82275.35,2,1,1,93249.26,0,0.882,0.05405405405405406,0.667,2961912.6,2.5,1,1
611,0,0,49,3,0.0,2,1,1,142917.54,0,0.0,0.06,0.5,0.0,2.5,1,0
850,1,1,48,6,111962.99,1,1,0,111755.8,0,1.002,0.12244897959183673,0.143,5374223.5200000005,1.25,0,0
743,1,1,34,1,131736.88,1,1,1,108543.21,0,1.214,0.02857142857142857,0.5,4479053.92,2.25,0,0
654,0,0,29,1,0.0,1,1,0,180345.44,0,0.0,0.03333333333333333,0.5,0.0,1.25,1,1
761,1,0,36,8,108239.11,2,0,0,99444.02,0,1.088,0.21621621621621623,0.222,3896607.96,0.5,0,0
702,0,1,46,9,98444.19,1,0,1,109563.28,0,0.899,0.19148936170212766,0.1,4528432.74,1.25,0,0
488,1,0,32,3,114540.38,1,1,0,92568.07,0,1.237,0.09090909090909091,0.25,3665292.16,1.25,2,1
683,0,1,35,6,187530.66,2,1,1,37976.36,0,4.938,0.16666666666666666,0.286,6563573.100000001,2.5,1,0
601,1,1,42,9,133636.16,1,0,1,103315.74,0,1.293,0.20930232558139536,0.1,5612718.72,1.25,1,0
605,0,0,52,7,0.0,2,1,1,173952.5,0,0.0,0.1320754716981132,0.25,0.0,2.5,1,1
671,1,1,44,0,84745.03,2,0,1,34673.98,0,2.444,0.0,2.0,3728781.32,1.5,1,0
614,1,1,31,7,120599.38,2,1,1,46163.44,0,2.612,0.21875,0.25,3738580.7800000003,2.5,1,0
511,2,1,29,9,0.0,2,0,1,140676.98,0,0.0,0.3,0.2,0.0,1.5,1,1
850,0,0,39,4,127771.35,2,0,1,151738.54,0,0.842,0.1,0.4,4983082.65,1.5,0,0
790,2,1,46,9,0.0,1,0,0,14679.81,1,0.0,0.19148936170212766,0.1,0.0,0.25,0,1
793,0,1,33,0,0.0,1,0,0,175544.02,0,0.0,0.0,1.0,0.0,0.25,0,0
628,0,0,69,5,0.0,2,1,1,181964.6,0,0.0,0.07142857142857142,0.333,0.0,2.5,1,1
